cliente_id,edad,antiguedad_años,salario_mensual_cop,num_productos,saldo_promedio_cop,num_transacciones_mes,dias_desde_ultimo_contacto,nps_score,canal_preferido,segmento_cliente,region,tiene_credito,tiene_cuenta_ahorro,meses_sin_uso_app,quejas_ultimo_año,churn
CLI00813,24,4,3608542,5,35569506,27,28,5,Telefónico,Preferente,Caribe,0,0,5,3,0
CLI00814,44,3,8422496,6,21497274,15,333,5,Digital,Masivo,Andina,0,1,1,3,0
CLI00815,64,17,10826243,3,45905971,28,1,2,Telefónico,Premium,Orinoquía,0,1,2,4,0
CLI00816,39,18,5002626,4,49270645,37,188,9,Digital,Pyme,Andina,1,1,7,3,0
CLI00817,59,3,2886689,4,12928942,55,56,0,Presencial,Masivo,Andina,0,1,2,0,0
CLI00818,56,6,4346230,3,23396727,19,35,3,Presencial,Premium,Pacífica,1,0,1,0,0
CLI00819,36,9,3618433,5,1462538,26,112,9,Digital,Premium,Pacífica,1,1,5,0,0
CLI00820,46,17,7053535,3,6379878,52,286,5,Telefónico,Pyme,Andina,0,1,2,1,0
CLI00821,58,18,5178621,5,10463128,26,310,9,Digital,Masivo,Orinoquía,0,1,0,3,0
CLI00822,49,3,6056766,2,20711269,25,36,1,Telefónico,Preferente,Andina,1,1,11,1,0
CLI00823,31,9,7727018,3,41187181,26,217,6,Digital,Masivo,Orinoquía,0,1,2,2,0
CLI00824,60,0,6500546,5,39418507,26,80,6,Telefónico,Premium,Caribe,0,0,5,4,1
CLI00825,38,17,11186599,3,17509938,46,314,3,Digital,Masivo,Caribe,0,1,2,2,0
CLI00826,60,4,8471138,3,21857908,28,83,3,Presencial,Preferente,Caribe,1,1,8,1,0
CLI00827,43,14,11702796,5,22802477,49,65,0,Digital,Masivo,Pacífica,1,1,6,0,0
CLI00828,47,16,11995967,5,14058071,18,325,1,Telefónico,Masivo,Andina,0,1,4,3,1
CLI00829,46,2,10107009,1,9589455,32,128,8,Digital,Preferente,Caribe,0,1,1,3,0
CLI00830,38,11,10873740,3,42977144,53,307,9,App Móvil,Premium,Caribe,1,1,8,0,0
CLI00831,34,1,10047900,4,27616524,3,22,7,App Móvil,Preferente,Orinoquía,1,1,4,3,1
CLI00832,41,0,9045189,3,3875416,2,216,7,Digital,Premium,Pacífica,1,1,6,4,0
CLI00833,46,16,10352545,3,21815676,33,107,8,Telefónico,Masivo,Andina,1,1,8,4,1
CLI00834,25,15,4181206,5,26381877,42,109,6,Digital,Preferente,Andina,1,1,3,4,0
CLI00835,31,4,11080705,3,13860792,19,357,8,Presencial,Preferente,Andina,1,1,8,2,0
CLI00836,24,14,8143433,6,16268917,17,181,9,Telefónico,Masivo,Andina,0,1,0,0,0
CLI00837,62,2,1687771,3,13398275,44,356,1,Telefónico,Preferente,Orinoquía,0,1,11,4,1
CLI00838,39,6,1737199,6,22815818,33,164,5,Telefónico,Preferente,Caribe,1,1,5,1,0
CLI00839,57,10,8790213,4,37656031,12,68,2,Digital,Preferente,Andina,1,1,1,4,1
CLI00840,43,9,4357281,5,26859824,49,292,5,Presencial,Preferente,Andina,1,0,7,2,0
CLI00841,55,8,3774316,3,18167814,56,180,2,Digital,Preferente,Andina,0,1,4,1,1
CLI00842,29,13,11471822,6,4546925,3,181,7,Telefónico,Masivo,Andina,1,0,2,0,0
CLI00843,61,12,2251518,6,44512889,43,169,3,Presencial,Masivo,Andina,1,1,1,0,0
CLI00844,40,1,9727323,6,25897482,49,22,9,Telefónico,Preferente,Caribe,0,1,7,4,0
CLI00845,63,2,2013313,2,45739355,55,66,5,Digital,Masivo,Andina,1,0,6,1,1
CLI00846,62,6,3832214,1,15448040,26,21,8,Digital,Masivo,Caribe,1,0,8,1,0
CLI00847,58,17,6581820,4,3775702,35,100,1,Digital,Masivo,Caribe,1,1,7,4,1
CLI00848,27,2,6766662,3,37644716,8,300,1,Digital,Preferente,Caribe,1,1,10,4,1
CLI00849,47,9,11752070,2,47555350,52,103,6,Digital,Masivo,Pacífica,1,0,3,3,0
CLI00850,55,6,10542832,3,23547377,36,47,1,App Móvil,Preferente,Andina,1,1,1,3,0
CLI00851,27,8,3750397,3,27565595,53,39,1,App Móvil,Preferente,Andina,0,1,1,4,0
CLI00852,58,16,11887892,5,6898410,54,285,3,Presencial,Masivo,Pacífica,0,0,1,2,0
CLI00853,54,10,11890284,5,2455918,7,310,8,Presencial,Premium,Pacífica,1,1,10,3,1
CLI00854,43,6,9791860,5,8053048,46,90,7,Digital,Preferente,Andina,1,1,11,4,0
CLI00855,42,13,11573140,2,12194329,46,85,1,App Móvil,Preferente,Andina,1,1,5,1,0
CLI00856,27,18,10343026,3,14042008,36,273,7,Digital,Preferente,Andina,1,1,6,3,1
CLI00857,27,3,9226360,1,48018898,16,336,3,App Móvil,Masivo,Andina,0,1,11,2,1
CLI00858,25,5,9346613,4,25476259,24,188,1,Presencial,Preferente,Andina,1,1,5,0,0
CLI00859,51,9,2972542,5,42101517,54,159,9,Digital,Masivo,Pacífica,0,1,1,1,0
CLI00860,32,6,9833648,5,24365389,1,243,6,App Móvil,Pyme,Orinoquía,1,1,3,2,0
CLI00861,51,12,5973014,3,7955229,49,73,5,Digital,Premium,Caribe,1,1,2,2,0
CLI00862,52,13,2062621,3,20465389,25,49,9,Presencial,Preferente,Caribe,1,1,10,2,1
CLI00863,45,3,5029801,2,47152541,10,101,4,Presencial,Masivo,Andina,0,1,3,1,0
CLI00864,30,7,6308163,2,15239667,54,2,0,Digital,Masivo,Andina,0,1,4,2,1
CLI00865,24,4,7784851,5,43289692,16,244,1,Presencial,Masivo,Caribe,1,1,6,0,0
CLI00866,52,0,3098099,3,24787022,16,176,7,Telefónico,Preferente,Orinoquía,1,1,8,3,0
CLI00867,61,3,11100177,1,35534839,58,238,0,Telefónico,Masivo,Caribe,1,0,10,1,0
CLI00868,58,2,2695885,4,6143192,8,59,2,Digital,Preferente,Orinoquía,0,0,1,2,0
CLI00869,57,8,11044691,3,36832178,29,353,1,App Móvil,Masivo,Pacífica,1,1,7,4,1
CLI00870,45,7,11862932,3,801125,39,99,4,Digital,Pyme,Pacífica,1,1,2,3,0
CLI00871,52,0,5398190,6,19775994,28,359,3,Digital,Masivo,Caribe,0,1,8,1,1
CLI00872,27,5,8886133,2,14775854,6,2,6,Digital,Pyme,Caribe,1,1,9,4,0
CLI00873,23,8,4888445,4,30293172,16,243,4,Digital,Pyme,Andina,0,1,11,4,1
CLI00874,41,6,4242974,5,19470911,20,297,7,Digital,Preferente,Caribe,1,1,3,2,0
CLI00875,49,3,11167788,3,18545909,16,211,3,App Móvil,Preferente,Andina,1,1,2,1,0
CLI00876,32,12,9697590,5,32678131,7,123,5,Digital,Masivo,Andina,1,1,9,2,0
CLI00877,25,16,9682535,3,27156985,41,229,3,Digital,Preferente,Caribe,1,1,5,0,0
CLI00878,36,1,9566513,5,9698623,14,82,1,Digital,Masivo,Caribe,1,1,9,4,1
CLI00879,27,4,4084182,4,5254230,43,144,0,Telefónico,Masivo,Pacífica,0,1,8,0,1
CLI00880,51,11,11696894,2,37411032,26,140,0,App Móvil,Preferente,Caribe,1,1,6,2,0
CLI00881,59,7,5863089,4,12901865,26,29,7,Digital,Preferente,Caribe,1,1,3,3,0
CLI00882,23,5,4297921,6,34962709,14,270,3,Digital,Preferente,Andina,0,1,2,4,0
CLI00883,36,7,10157768,1,44476240,7,247,4,Digital,Masivo,Amazonía,0,1,9,3,1
CLI00884,32,17,1941904,2,6188753,33,12,7,Digital,Masivo,Andina,1,0,3,1,0
CLI00885,29,2,6570414,4,43547632,26,355,6,Digital,Masivo,Caribe,0,1,2,4,1
CLI00886,47,11,6592792,6,46417064,57,337,7,Presencial,Masivo,Andina,0,1,11,0,0
CLI00887,26,2,2078526,1,37122377,45,106,7,Digital,Masivo,Orinoquía,1,1,2,3,1
CLI00888,27,5,8112208,6,37221001,20,32,5,Presencial,Masivo,Pacífica,0,1,11,1,0
CLI00889,47,1,9087676,3,34603398,3,74,9,Digital,Masivo,Andina,1,0,8,4,1
CLI00890,25,11,2337393,3,41375215,52,171,1,App Móvil,Premium,Andina,0,0,3,1,0
CLI00891,40,1,6634544,5,15511932,4,337,5,App Móvil,Masivo,Andina,1,0,8,0,0
CLI00892,41,5,2314422,2,7875889,26,69,0,Presencial,Preferente,Caribe,1,1,11,4,1
CLI00893,54,16,6805431,3,46543589,11,301,0,Presencial,Masivo,Pacífica,1,1,9,1,1
CLI00894,41,2,10623591,6,37771226,2,362,2,Presencial,Premium,Pacífica,0,1,4,2,0
CLI00895,33,1,3763429,2,42775347,14,137,2,Presencial,Preferente,Amazonía,1,1,6,4,1
CLI00896,22,19,4635812,3,2089632,44,100,4,Telefónico,Masivo,Caribe,1,1,4,4,1
CLI00897,47,7,4438687,5,7834112,30,146,0,Presencial,Preferente,Caribe,1,1,0,4,1
CLI00898,35,11,6653435,4,27006699,49,9,9,App Móvil,Masivo,Andina,0,1,1,4,0
CLI00899,59,3,2916842,5,4799412,12,62,5,App Móvil,Preferente,Pacífica,0,1,10,2,0
CLI00900,58,4,5189024,1,16090299,26,185,6,Digital,Masivo,Pacífica,1,1,4,0,0
CLI00901,32,12,5896650,3,27534241,44,29,9,Presencial,Pyme,Caribe,0,1,5,2,0
CLI00902,57,14,5202418,1,29361667,33,114,2,Digital,Masivo,Caribe,1,1,6,2,1
CLI00903,34,15,5141771,1,45499011,13,143,3,Digital,Masivo,Andina,0,1,1,1,0
CLI00904,64,9,7928099,6,24506794,14,120,9,Presencial,Preferente,Andina,1,0,9,3,0
CLI00905,24,15,5579441,2,45949429,24,170,9,Digital,Masivo,Orinoquía,1,0,8,3,0
CLI00906,54,11,6856430,6,23584256,34,157,9,App Móvil,Premium,Andina,1,1,5,1,0
CLI00907,27,16,8275602,3,46016582,44,335,9,Digital,Preferente,Pacífica,1,1,1,2,0
CLI00908,31,15,2460652,1,6355421,26,349,9,Presencial,Preferente,Andina,1,1,1,1,0
CLI00909,26,11,3688370,4,18341041,21,260,2,Telefónico,Masivo,Pacífica,1,1,2,4,1
CLI00910,44,7,11437093,1,20805820,28,82,0,Telefónico,Premium,Andina,1,1,0,1,0
CLI00911,31,19,11455951,4,30506503,48,242,7,Presencial,Preferente,Pacífica,1,1,8,1,0
CLI00912,23,2,8485945,6,7433980,36,172,9,App Móvil,Masivo,Caribe,1,1,9,4,1
CLI00913,34,15,10644220,6,18301847,40,231,9,Presencial,Masivo,Andina,0,1,10,3,1
CLI00914,61,12,5494528,2,26357714,2,208,1,Presencial,Masivo,Caribe,1,1,3,4,1
CLI00915,23,18,3576475,1,38778801,42,75,0,Digital,Pyme,Andina,0,1,4,0,0
CLI00916,41,7,3641912,5,4961914,9,270,7,Presencial,Masivo,Andina,1,1,6,1,0
CLI00917,22,4,4644311,6,27989802,23,114,6,App Móvil,Preferente,Caribe,1,1,0,1,0
CLI00918,58,19,1785622,6,14390554,15,62,6,Telefónico,Masivo,Amazonía,1,1,2,3,0
CLI00919,30,7,3462889,2,7595853,13,362,3,App Móvil,Masivo,Caribe,1,0,2,2,1
CLI00920,38,11,11795470,4,33223032,23,320,8,Presencial,Preferente,Pacífica,1,1,1,4,0
CLI00921,30,0,2896436,2,24428177,17,102,5,Digital,Pyme,Amazonía,0,1,7,2,0
CLI00922,32,19,10556148,1,906395,48,362,1,Digital,Preferente,Caribe,1,1,4,0,0
CLI00923,36,5,3695690,3,16188828,2,210,0,Digital,Premium,Pacífica,0,1,0,4,1
CLI00924,45,17,11476844,3,12216847,20,255,0,Telefónico,Preferente,Caribe,1,0,11,0,1
CLI00925,59,7,6670080,4,49294690,20,20,8,Telefónico,Masivo,Caribe,0,1,1,0,0
CLI00926,56,6,6205815,6,46473774,59,58,3,Digital,Masivo,Andina,0,1,0,0,0
CLI00927,51,0,4482410,4,45367034,46,112,4,Presencial,Preferente,Orinoquía,1,1,5,4,1
CLI00928,52,15,8174192,6,46800058,3,313,2,Presencial,Pyme,Caribe,0,1,8,4,1
CLI00929,26,11,2904355,6,8288515,55,196,3,Presencial,Premium,Andina,1,1,10,3,0
CLI00930,35,5,6556093,3,21582244,12,353,7,Digital,Masivo,Andina,0,0,6,1,0
CLI00931,32,19,3964722,4,10696208,40,92,3,Digital,Masivo,Orinoquía,1,1,4,2,0
CLI00932,30,1,8059442,2,34524710,2,52,8,Digital,Masivo,Caribe,1,1,11,2,1
CLI00933,55,13,7130761,6,8884527,36,293,8,Digital,Pyme,Pacífica,0,1,2,0,0
CLI00934,33,3,4401092,5,28447661,14,8,5,Digital,Premium,Pacífica,0,1,11,4,1
CLI00935,56,0,11411142,5,22048729,16,300,1,Digital,Premium,Pacífica,1,1,11,4,1
CLI00936,56,17,3222907,2,5005231,19,98,9,Telefónico,Masivo,Orinoquía,0,1,7,0,0
CLI00937,22,12,4370574,5,36502566,34,236,6,Digital,Preferente,Pacífica,1,1,9,1,0
CLI00938,61,1,8382799,1,10698216,44,69,8,App Móvil,Preferente,Caribe,0,1,3,2,0
CLI00939,43,8,9452017,6,1347203,46,45,5,Digital,Masivo,Andina,0,1,8,3,0
CLI00940,50,1,8421983,2,8855197,6,137,2,Digital,Preferente,Andina,1,1,4,1,0
CLI00941,29,8,8026925,4,10781973,13,234,6,Presencial,Masivo,Andina,0,1,5,4,0
CLI00942,32,0,6865986,6,34741450,36,32,4,Digital,Masivo,Andina,1,0,4,0,0
CLI00943,62,10,8259291,2,43635777,22,289,0,App Móvil,Premium,Andina,0,0,9,2,1
CLI00944,58,2,9843528,3,21874795,18,126,2,Digital,Premium,Andina,0,0,11,0,0
CLI00945,35,19,11933548,4,40966411,12,67,4,App Móvil,Masivo,Amazonía,1,1,10,4,1
CLI00946,51,3,11988017,3,2267357,52,30,6,App Móvil,Preferente,Caribe,1,0,6,0,0
CLI00947,56,17,7032388,6,1799971,59,114,2,Presencial,Masivo,Orinoquía,1,1,6,2,1
CLI00948,42,5,9520364,4,9532945,54,204,5,Presencial,Preferente,Andina,0,1,0,0,0
CLI00949,58,2,8951747,5,43367513,30,29,4,Telefónico,Premium,Andina,1,1,1,2,0
CLI00950,26,10,5381857,2,49152692,53,131,0,Presencial,Premium,Pacífica,1,1,6,0,1
CLI00951,40,14,6037871,6,33059070,51,185,9,Telefónico,Preferente,Andina,0,1,7,0,0
CLI00952,35,4,1791464,1,14517702,40,253,5,Digital,Masivo,Andina,1,1,3,2,0
CLI00953,47,19,6239400,4,28416252,7,286,7,Digital,Masivo,Andina,1,1,5,0,0
CLI00954,25,9,1618581,4,45525374,32,62,0,Presencial,Preferente,Andina,0,1,10,1,0
CLI00955,46,11,6870807,6,573881,48,3,1,Presencial,Masivo,Orinoquía,1,1,11,3,1
CLI00956,63,14,5352256,6,14493529,19,68,3,App Móvil,Premium,Pacífica,1,1,9,1,0
CLI00957,46,16,10227148,3,9407062,6,25,1,Digital,Masivo,Caribe,0,1,2,3,0
CLI00958,39,9,2001590,5,22671084,20,179,8,App Móvil,Masivo,Caribe,1,1,6,1,1
CLI00959,61,5,11307020,3,15079813,27,141,9,Digital,Masivo,Andina,0,1,10,3,0
CLI00960,29,17,4860492,3,14242373,53,231,7,Presencial,Pyme,Caribe,1,0,2,0,0
CLI00961,60,12,11518977,5,41163819,43,300,7,Digital,Masivo,Andina,1,1,10,2,0
CLI00962,61,2,2372328,1,38807239,37,163,3,Presencial,Preferente,Caribe,1,1,6,2,1
CLI00963,35,9,6309479,3,20655767,48,311,4,Digital,Masivo,Andina,1,1,11,4,1
CLI00964,53,13,4610691,3,3301394,7,130,3,Presencial,Masivo,Caribe,0,1,10,3,0
CLI00965,59,5,2858097,4,2827364,59,246,8,App Móvil,Preferente,Andina,1,1,11,4,0
CLI00966,54,2,9813157,5,3354513,5,297,1,Presencial,Preferente,Pacífica,1,1,10,4,1
CLI00967,44,15,2794315,2,10824286,11,172,7,Presencial,Preferente,Andina,1,1,7,3,1
CLI00968,36,6,7587595,1,48373501,15,64,1,App Móvil,Premium,Amazonía,1,1,2,2,1
CLI00969,54,19,4075508,1,45069853,3,31,0,Telefónico,Masivo,Orinoquía,0,0,1,3,1
CLI00970,46,13,11246919,5,1613560,58,47,9,Presencial,Masivo,Andina,0,1,11,0,0
CLI00971,38,8,6010784,6,19070889,5,130,2,Digital,Pyme,Caribe,0,1,5,4,0
CLI00972,54,14,11178075,6,36575177,23,352,8,App Móvil,Masivo,Pacífica,1,0,3,4,0
CLI00973,23,2,1664074,4,20080139,53,333,2,Presencial,Preferente,Orinoquía,0,1,7,3,1
CLI00974,35,1,4070466,4,36750173,37,110,8,Digital,Premium,Pacífica,1,1,1,4,0
CLI00975,61,1,10679253,5,27664538,9,69,6,Digital,Masivo,Caribe,1,1,3,2,0
CLI00976,61,2,4787093,4,34390420,15,58,9,App Móvil,Preferente,Amazonía,0,1,1,4,0
CLI00977,60,17,2517481,1,8103670,3,106,0,Digital,Masivo,Caribe,1,0,1,3,1
CLI00978,27,13,5094804,1,34104860,29,300,9,App Móvil,Masivo,Pacífica,1,1,1,2,0
CLI00979,27,19,9951115,2,18866922,6,330,4,Digital,Masivo,Orinoquía,1,0,0,2,0
CLI00980,24,17,10994318,6,30836413,17,256,8,Telefónico,Premium,Caribe,0,1,3,4,1
CLI00981,28,9,3838377,5,33467508,26,312,2,Presencial,Masivo,Orinoquía,0,1,1,3,0
CLI00982,29,1,2306564,3,10117390,21,171,8,Presencial,Preferente,Andina,0,1,8,4,0
CLI00983,63,0,5418949,6,4305665,8,162,4,App Móvil,Pyme,Amazonía,0,0,8,0,0
CLI00984,36,3,7547511,3,14309043,21,286,8,Presencial,Preferente,Caribe,1,0,10,0,0
CLI00985,50,13,11498081,2,36443622,57,71,9,Presencial,Preferente,Amazonía,1,1,10,2,0
CLI00986,54,0,11600560,2,25562996,11,255,5,Digital,Preferente,Caribe,0,1,6,4,1
CLI00987,51,13,2237954,4,30425259,38,55,8,Digital,Masivo,Pacífica,1,0,5,0,0
CLI00988,60,15,4408056,2,33030069,8,323,6,Digital,Preferente,Andina,1,0,11,1,0
CLI00989,48,13,9340130,2,9003281,42,3,6,Telefónico,Preferente,Andina,0,0,2,0,0
CLI00990,57,19,9857998,3,24529154,24,26,7,Digital,Pyme,Caribe,0,1,11,4,1
CLI00991,50,2,10595781,4,7660678,35,313,6,Digital,Pyme,Pacífica,1,1,6,4,0
CLI00992,59,2,7434261,2,26656465,55,126,8,Presencial,Premium,Caribe,1,0,0,0,0
CLI00993,54,8,6010579,6,35284715,14,53,8,Telefónico,Premium,Andina,1,1,8,4,1
CLI00994,58,5,10568055,2,9142693,55,198,5,Telefónico,Preferente,Caribe,0,0,3,4,0
CLI00995,48,12,10950012,4,21807008,14,299,6,Digital,Preferente,Amazonía,0,1,5,1,0
CLI00996,54,1,9063493,5,31127915,10,188,1,Digital,Premium,Caribe,0,1,5,2,0
CLI00997,25,7,4035232,4,6389690,12,186,8,App Móvil,Masivo,Caribe,1,1,10,4,0
CLI00998,43,1,9204694,3,40320606,38,305,0,Digital,Pyme,Caribe,1,1,2,3,1
CLI00999,23,3,3878907,5,34306425,44,298,0,App Móvil,Masivo,Andina,0,1,3,2,0
CLI01000,31,14,8490607,6,15678986,55,204,2,App Móvil,Preferente,Caribe,1,1,10,2,1
CLI01001,26,3,6032688,1,42414801,46,11,5,Telefónico,Preferente,Andina,1,1,9,3,1
CLI01002,31,12,9079751,4,40170352,34,359,4,Digital,Pyme,Orinoquía,1,1,2,0,0
CLI01003,54,11,8633131,3,15234145,41,354,1,App Móvil,Masivo,Pacífica,1,1,5,1,0
CLI01004,59,12,3863162,6,12491356,10,146,8,Telefónico,Preferente,Andina,0,1,0,4,0
CLI01005,34,13,6381909,5,24090583,58,85,9,Presencial,Preferente,Caribe,1,1,7,0,0
CLI01006,52,19,7180820,6,33552405,17,100,3,Digital,Masivo,Pacífica,0,0,7,3,0
CLI01007,57,17,10803721,4,27740293,17,104,3,Digital,Premium,Caribe,0,1,8,1,1
CLI01008,45,5,4192794,2,13552664,3,46,4,Digital,Preferente,Pacífica,1,1,5,1,0
CLI01009,36,10,3845704,4,33872374,31,44,7,Presencial,Preferente,Caribe,1,1,0,1,0
CLI01010,50,1,10311940,1,20671672,51,278,9,Presencial,Masivo,Andina,1,1,2,3,0
CLI01011,29,18,9720038,4,33891894,1,181,3,Presencial,Preferente,Andina,1,1,0,0,0
CLI01012,26,18,9777983,5,20705423,12,187,4,Presencial,Preferente,Orinoquía,1,1,4,4,1
CLI01013,50,4,1792575,5,29710174,39,114,3,Presencial,Masivo,Caribe,1,1,2,1,0
CLI01014,25,18,2959700,4,42364813,4,255,5,Telefónico,Masivo,Andina,0,1,1,1,0
CLI01015,33,1,9917944,5,35985062,42,30,2,App Móvil,Pyme,Caribe,1,1,2,0,0
CLI01016,23,9,4701078,2,48702875,13,264,7,Digital,Preferente,Pacífica,1,0,8,1,1
CLI01017,48,1,11531033,6,38117599,34,98,5,Presencial,Preferente,Orinoquía,1,1,10,1,0
CLI01018,52,10,4107622,4,7463131,42,313,9,Digital,Masivo,Andina,1,1,7,3,0
CLI01019,57,17,3386963,2,2795126,21,329,4,Telefónico,Masivo,Andina,1,0,2,2,0
CLI01020,57,14,6804120,6,41169328,22,115,1,Telefónico,Masivo,Orinoquía,1,1,10,0,0
CLI01021,47,8,4272605,6,39117064,57,276,9,App Móvil,Masivo,Andina,1,0,1,0,0
CLI01022,64,18,2947947,2,23176121,4,281,9,Digital,Preferente,Andina,1,1,4,0,0
CLI01023,48,8,7313775,3,30535317,18,275,6,App Móvil,Preferente,Andina,0,0,11,3,1
CLI01024,26,2,8742447,4,45566678,5,261,1,Digital,Preferente,Pacífica,1,0,11,3,1
CLI01025,41,8,9778499,6,27883716,19,331,0,Telefónico,Masivo,Caribe,1,0,11,4,1
CLI01026,32,13,7972652,6,9079860,2,207,6,Digital,Preferente,Pacífica,1,0,0,3,0
CLI01027,31,18,8106470,5,33399263,12,328,4,App Móvil,Masivo,Andina,1,1,3,0,0
CLI01028,61,6,2998339,6,39136698,17,211,0,Presencial,Masivo,Caribe,1,1,7,4,1
CLI01029,59,15,2176296,2,34456905,10,215,3,Telefónico,Pyme,Pacífica,1,1,0,2,1
CLI01030,27,15,1879039,6,44117798,34,40,3,App Móvil,Preferente,Andina,1,1,4,1,0
CLI01031,29,0,2028714,3,8507150,6,26,9,Digital,Preferente,Caribe,0,1,11,1,0
CLI01032,44,3,8535655,4,1417158,8,27,6,Digital,Masivo,Andina,1,1,3,4,0
CLI01033,47,3,9868352,4,18613148,51,190,8,App Móvil,Pyme,Orinoquía,1,0,5,2,0
CLI01034,64,6,4411190,6,30566254,11,83,1,Digital,Preferente,Orinoquía,0,1,6,1,0
CLI01035,33,7,10441047,1,10032514,57,170,0,Digital,Premium,Amazonía,1,1,8,4,1
CLI01036,47,16,5642535,1,34009865,12,167,1,Presencial,Masivo,Orinoquía,1,1,0,3,1
CLI01037,34,4,1773452,2,42033180,9,188,6,Presencial,Pyme,Caribe,1,1,10,0,0
CLI01038,61,6,10667491,1,18292770,2,169,9,Digital,Premium,Andina,0,1,9,2,0
CLI01039,39,19,5871047,2,18361861,8,289,5,Digital,Premium,Pacífica,0,1,3,1,0
CLI01040,46,19,8684872,5,43390347,58,229,3,Digital,Masivo,Andina,1,1,5,0,0
CLI01041,54,3,3689921,2,30788206,11,97,0,Presencial,Masivo,Andina,0,1,9,4,1
CLI01042,61,5,8927297,1,47484197,53,16,0,App Móvil,Masivo,Andina,1,1,6,1,1
CLI01043,64,6,4698156,6,36785218,36,279,4,App Móvil,Masivo,Andina,0,1,6,0,0
CLI01044,33,17,7301038,5,33432455,10,135,0,Telefónico,Premium,Orinoquía,1,1,7,3,1
CLI01045,57,4,6322139,1,21453319,21,26,6,Digital,Masivo,Andina,0,0,9,2,0
CLI01046,25,19,6454582,2,47337462,20,352,0,App Móvil,Masivo,Andina,0,1,7,4,1
CLI01047,26,2,2262371,3,28616825,48,12,0,Presencial,Masivo,Amazonía,1,1,7,1,1
CLI01048,58,6,4757945,4,20193619,8,72,1,Digital,Masivo,Andina,0,1,7,3,1
CLI01049,29,13,9779143,1,24416430,36,133,9,App Móvil,Masivo,Caribe,1,0,11,2,1
CLI01050,63,6,7161064,2,24467331,29,106,2,Telefónico,Premium,Andina,1,1,7,2,1
CLI01051,49,4,5268950,5,31499954,42,220,0,Telefónico,Preferente,Pacífica,1,1,5,3,1
CLI01052,52,4,1642980,1,43741634,12,177,8,Telefónico,Masivo,Pacífica,1,1,8,1,0
CLI01053,30,1,8000785,1,37175852,14,282,9,Digital,Masivo,Pacífica,0,1,2,2,0
CLI01054,50,5,1757354,4,27554951,48,133,7,Digital,Masivo,Pacífica,0,1,5,4,0
CLI01055,35,14,9363438,2,48815958,54,22,4,Telefónico,Masivo,Caribe,1,0,4,0,0
CLI01056,61,9,7454075,3,20720655,50,269,1,Digital,Preferente,Orinoquía,1,1,7,4,1
CLI01057,62,6,11805768,5,15111500,21,161,4,Presencial,Preferente,Orinoquía,1,1,3,2,0
CLI01058,43,4,9472368,2,43838658,22,107,5,Telefónico,Preferente,Caribe,1,1,3,0,0
CLI01059,32,0,3735883,5,13028847,21,279,0,Telefónico,Preferente,Caribe,1,0,9,3,1
CLI01060,44,12,2264265,1,47238971,44,353,3,Presencial,Masivo,Amazonía,0,1,10,0,1
CLI01061,22,17,8130840,4,34806093,50,235,8,Telefónico,Pyme,Orinoquía,1,1,9,0,0
CLI01062,58,12,7168889,4,28630348,30,18,1,App Móvil,Premium,Orinoquía,1,1,4,0,0
CLI01063,42,17,1808617,6,17891316,39,242,4,Telefónico,Pyme,Orinoquía,1,1,10,2,1
CLI01064,47,4,2244748,3,7816184,20,117,0,Digital,Masivo,Andina,1,0,5,1,0
CLI01065,57,12,11943018,4,48503110,24,286,3,Digital,Pyme,Andina,0,1,10,2,1
CLI01066,44,3,6587692,1,18286606,23,282,3,Digital,Premium,Andina,0,1,3,1,0
CLI01067,22,16,2234275,3,42258657,7,144,5,Digital,Premium,Caribe,1,1,1,3,1
CLI01068,61,2,7714638,2,43036055,9,205,9,Digital,Masivo,Pacífica,1,1,11,3,1
CLI01069,36,16,11186427,4,39835760,1,39,8,Digital,Preferente,Andina,1,1,11,3,0
CLI01070,42,10,10922794,3,21247972,26,154,2,Presencial,Pyme,Andina,0,1,1,3,0
CLI01071,30,19,10487114,1,9734409,38,176,8,App Móvil,Preferente,Andina,0,1,11,3,0
CLI01072,30,3,6939296,6,36382186,38,241,5,Digital,Preferente,Andina,1,1,2,4,1
CLI01073,31,1,7694224,5,47629519,54,134,6,Telefónico,Pyme,Caribe,0,1,1,2,0
CLI01074,47,19,10445326,5,4953799,44,46,9,Telefónico,Masivo,Caribe,1,0,0,1,0
CLI01075,62,15,7524293,1,8351184,22,50,1,Digital,Preferente,Caribe,1,1,7,3,1
CLI01076,56,17,7693367,1,29025773,44,166,9,App Móvil,Preferente,Caribe,1,0,11,4,0
CLI01077,46,7,11485461,5,12612975,10,106,5,Presencial,Pyme,Amazonía,0,1,4,4,0
CLI01078,47,2,6818331,6,37293901,55,216,5,Presencial,Masivo,Caribe,1,1,9,4,1
CLI01079,32,8,10241022,3,49273768,58,146,1,Telefónico,Preferente,Caribe,0,1,0,2,0
CLI01080,59,19,4463944,5,42197411,6,72,1,Digital,Preferente,Andina,0,1,8,3,1
CLI01081,23,5,5448401,1,22034602,17,330,1,Telefónico,Premium,Andina,0,1,7,4,1
CLI01082,28,9,1624932,4,13856901,51,273,9,Digital,Preferente,Caribe,0,1,3,4,0
CLI01083,39,9,6734259,2,43105220,50,247,0,App Móvil,Pyme,Pacífica,1,1,7,3,1
CLI01084,48,12,10156691,6,49309098,38,186,4,Presencial,Pyme,Pacífica,0,1,11,2,0
